Title,Author,HTML_Link,Bookshelf
The Iliad,Homer,https://www.gutenberg.org/cache/epub/3059/pg3059-images.html,
"Tacitus: The Histories, Volumes I and II",Cornelius Tacitus,https://www.gutenberg.org/cache/epub/16927/pg16927-images.html,
Sappho: One Hundred Lyrics,Bliss Carman,https://www.gutenberg.org/cache/epub/12389/pg12389-images.html,
The Agamemnon of Aeschylus,Aeschylus,https://www.gutenberg.org/cache/epub/14417/pg14417-images.html,
The Clouds,Aristophanes,https://www.gutenberg.org/cache/epub/2562/pg2562-images.html,
Cicero's Orations,Marcus Tullius Cicero,https://www.gutenberg.org/cache/epub/226/pg226-images.html,
"The Æneid of Virgil, Translated into English Verse",Virgil,https://www.gutenberg.org/cache/epub/18466/pg18466-images.html,
"Dio's Rome, Volume 5",Cassius Dio Cocceianus,https://www.gutenberg.org/cache/epub/10890/pg10890-images.html,
The Odyssey of Homer,Homer,https://www.gutenberg.org/cache/epub/24269/pg24269-images.html,
"Theocritus, translated into English Verse",Theocritus,https://www.gutenberg.org/cache/epub/11533/pg11533-images.html,
Commentarii de Bello Gallico,Julius Caesar,https://www.gutenberg.org/cache/epub/18837/pg18837-images.html,
The Iliad,Homer,https://www.gutenberg.org/cache/epub/6150/pg6150-images.html,
Academica,Marcus Tullius Cicero,https://www.gutenberg.org/cache/epub/14970/pg14970-images.html,
"The House of Atreus; Being the Agamemnon, the Libation bearers, and the Furies",,https://www.gutenberg.org/cache/epub/8604/pg8604-images.html,
The Bucolics and Eclogues,Virgil,https://www.gutenberg.org/cache/epub/230/pg230-images.html,
"El Payador, Vol. I",Leopoldo Lugones,https://www.gutenberg.org/cache/epub/56451/pg56451-images.html,
The Blood of the Arena,Vicente Blasco Ibáñez,https://www.gutenberg.org/cache/epub/33799/pg33799-images.html,
The Cid Campeador: A Historical Romance,Antonio de Trueba,https://www.gutenberg.org/cache/epub/41990/pg41990-images.html,
"The Last Journals of David Livingstone, in Central Africa, from 1865 to His",,https://www.gutenberg.org/cache/epub/16672/pg16672-images.html,
A Description of the Coasts of East Africa and Malabar in the Beginning of the,,https://www.gutenberg.org/cache/epub/38253/pg38253-images.html,
Nooks and Corners of Old England,Allan Fea,https://www.gutenberg.org/cache/epub/39685/pg39685-images.html,
From Pole to Pole: A Book for Young People,Sven Anders Hedin,https://www.gutenberg.org/cache/epub/20709/pg20709-images.html,
The Ascent of the Matterhorn,Edward Whymper,https://www.gutenberg.org/cache/epub/38044/pg38044-images.html,
"Narrative of the surveying voyages of His Majesty's ships Adventure and Beagle,",,https://www.gutenberg.org/cache/epub/38961/pg38961-images.html,
The Legend of the Glorious Adventures of Tyl Ulenspiegel in the land of Flanders,,https://www.gutenberg.org/cache/epub/37599/pg37599-images.html,
"A Voyage Towards the South Pole and Round the World, Volume 1",James Cook,https://www.gutenberg.org/cache/epub/15777/pg15777-images.html,
Zanzibar Tales: Told,Natives of the East Coast of Africa Bobbett and Bateman,https://www.gutenberg.org/cache/epub/37472/pg37472-images.html,
Voyages of Samuel De Champlain — Volume 01,Samuel de Champlain,https://www.gutenberg.org/cache/epub/6653/pg6653-images.html,
A Voyage Towards the South Pole and Round the World Volume 2,James Cook,https://www.gutenberg.org/cache/epub/15869/pg15869-images.html,
Alaska Days with John Muir,Samuel Hall Young,https://www.gutenberg.org/cache/epub/30697/pg30697-images.html,
Explorers and Travellers,A. W. Greely,https://www.gutenberg.org/cache/epub/36069/pg36069-images.html,
A Wanderer in Paris,E. V. Lucas,https://www.gutenberg.org/cache/epub/37937/pg37937-images.html,
Narrative of the Circumnavigation of the Globe,"the Austrian Frigate Novara,",https://www.gutenberg.org/cache/epub/38478/pg38478-images.html,
American Rural Highways,T. R. Agg,https://www.gutenberg.org/cache/epub/29420/pg29420-images.html,
"Journals of Two Expeditions of Discovery in North-West and Western Australia,",,https://www.gutenberg.org/cache/epub/16145/pg16145-images.html,
Eleven Years in the Rocky Mountains and Life on the Frontier,Victor,https://www.gutenberg.org/cache/epub/39465/pg39465-images.html,
"Journeys in Persia and Kurdistan, Volume 2 (of 2)",Isabella L. Bird,https://www.gutenberg.org/cache/epub/38828/pg38828-images.html,
From Edinburgh to India & Burmah,W. G. Burn Murdoch,https://www.gutenberg.org/cache/epub/22749/pg22749-images.html,
The Ascent of Denali (Mount McKinley),Hudson Stuck,https://www.gutenberg.org/cache/epub/26059/pg26059-images.html,
"Observations and Reflections Made in the Course of a Journey through France,",,https://www.gutenberg.org/cache/epub/16445/pg16445-images.html,
A Woman's Journey Round the World,Ida Pfeiffer,https://www.gutenberg.org/cache/epub/11039/pg11039-images.html,
My Attainment of the Pole,Frederick Albert Cook,https://www.gutenberg.org/cache/epub/36962/pg36962-images.html,
"Three Expeditions into the Interior of Eastern Australia, Volume 2",Mitchell,https://www.gutenberg.org/cache/epub/13033/pg13033-images.html,
The Story of Doctor Dolittle,Hugh Lofting,https://www.gutenberg.org/cache/epub/501/pg501-images.html,
Anne's House of Dreams,L. M. Montgomery,https://www.gutenberg.org/cache/epub/544/pg544-images.html,
Heidi,Johanna Spyri,https://www.gutenberg.org/cache/epub/20781/pg20781-images.html,
The Velveteen Rabbit,Margery Williams Bianco,https://www.gutenberg.org/cache/epub/11757/pg11757-images.html,
Twice Told Tales,Nathaniel Hawthorne,https://www.gutenberg.org/cache/epub/13707/pg13707-images.html,
A Child's Garden of Verses,Robert Louis Stevenson,https://www.gutenberg.org/cache/epub/25609/pg25609-images.html,
The Princess and the Goblin,George MacDonald,https://www.gutenberg.org/cache/epub/708/pg708-images.html,
The Life and Adventures of Santa Claus,L. Frank Baum,https://www.gutenberg.org/cache/epub/520/pg520-images.html,
Five Children and It,E. Nesbit,https://www.gutenberg.org/cache/epub/17314/pg17314-images.html,
Beautiful Stories from Shakespeare,E. Nesbit and William Shakespeare,https://www.gutenberg.org/cache/epub/1430/pg1430-images.html,
Kim,Rudyard Kipling,https://www.gutenberg.org/cache/epub/2226/pg2226-images.html,
Rilla of Ingleside,L. M. Montgomery,https://www.gutenberg.org/cache/epub/3796/pg3796-images.html,
The Marvelous Land of Oz,L. Frank Baum,https://www.gutenberg.org/cache/epub/54/pg54-images.html,
The Arabian Nights: Their Best-known Tales,"Smith, Wiggin, and Parrish",https://www.gutenberg.org/cache/epub/20916/pg20916-images.html,
Rainbow Valley,L. M. Montgomery,https://www.gutenberg.org/cache/epub/5343/pg5343-images.html,
The Book of Dragons,E. Nesbit,https://www.gutenberg.org/cache/epub/23661/pg23661-images.html,
Alice's Adventures in Wonderland,Lewis Carroll,https://www.gutenberg.org/cache/epub/928/pg928-images.html,
Little Lord Fauntleroy,Frances Hodgson Burnett,https://www.gutenberg.org/cache/epub/479/pg479-images.html,
Dorothy and the Wizard in Oz,L. Frank Baum,https://www.gutenberg.org/cache/epub/22566/pg22566-images.html,
Little Men: Life at Plumfield With Jo's Boys,Louisa May Alcott,https://www.gutenberg.org/cache/epub/2788/pg2788-images.html,
The Red Fairy Book,Andrew Lang,https://www.gutenberg.org/cache/epub/540/pg540-images.html,
Alice's Adventures Under Ground,Lewis Carroll,https://www.gutenberg.org/cache/epub/19002/pg19002-images.html,
The Wind in the Willows,Kenneth Grahame,https://www.gutenberg.org/cache/epub/22341/pg22341-images.html,
The Cricket on the Hearth: A Fairy Tale of Home,Charles Dickens,https://www.gutenberg.org/cache/epub/678/pg678-images.html,
The Story of the Treasure Seekers,E. Nesbit,https://www.gutenberg.org/cache/epub/770/pg770-images.html,
A Christmas Garland,Sir Max Beerbohm,https://www.gutenberg.org/cache/epub/14667/pg14667-images.html,
Christmas: Its Origin and Associations,W. F. Dawson,https://www.gutenberg.org/cache/epub/22042/pg22042-images.html,
La Navidad en las Montañas,Ignacio Manuel Altamirano,https://www.gutenberg.org/cache/epub/10825/pg10825-images.html,
"The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story",Alcott,https://www.gutenberg.org/cache/epub/8694/pg8694-images.html,
"The Pearl Story Book: Stories and Legends of Winter, Christmas, and New Year's",,https://www.gutenberg.org/cache/epub/34571/pg34571-images.html,
The Battle of Life,Charles Dickens,https://www.gutenberg.org/cache/epub/676/pg676-images.html,
Christmas Stories from French and Spanish Writers,Antoinette Ogden,https://www.gutenberg.org/cache/epub/47333/pg47333-images.html,
Christmas: A Story,Zona Gale,https://www.gutenberg.org/cache/epub/20516/pg20516-images.html,
Christmas Holidays at Merryvale,Alice Hale Burnett,https://www.gutenberg.org/cache/epub/23569/pg23569-images.html,
The Christmas Angel,Abbie Farwell Brown,https://www.gutenberg.org/cache/epub/15709/pg15709-images.html,
"Christmastide: Its History, Festivities, and Carols",William Sandys,https://www.gutenberg.org/cache/epub/47956/pg47956-images.html,
A Christmas Sermon,Robert Louis Stevenson,https://www.gutenberg.org/cache/epub/14535/pg14535-images.html,
The First Christmas Tree: A Story of the Forest,Henry Van Dyke,https://www.gutenberg.org/cache/epub/16134/pg16134-images.html,
Lill's Travels in Santa Claus Land,"Farman, Pratt, and Towne",https://www.gutenberg.org/cache/epub/20112/pg20112-images.html,
'Round the yule-log: Christmas in Norway,Peter Christen Asbjørnsen,https://www.gutenberg.org/cache/epub/31993/pg31993-images.html,
The Burglar and the Blizzard: A Christmas Story,Alice Duer Miller,https://www.gutenberg.org/cache/epub/14835/pg14835-images.html,
A Christmas Mystery: The Story of Three Wise Men,William John Locke,https://www.gutenberg.org/cache/epub/10707/pg10707-images.html,
Around the Yule Log,Willis Boyd Allen,https://www.gutenberg.org/cache/epub/43008/pg43008-images.html,
The Romance of a Christmas Card,Kate Douglas Smith Wiggin,https://www.gutenberg.org/cache/epub/17456/pg17456-images.html,
The Goblins' Christmas,Elizabeth Anderson,https://www.gutenberg.org/cache/epub/21784/pg21784-images.html,
A Defective Santa Claus,James Whitcomb Riley,https://www.gutenberg.org/cache/epub/20181/pg20181-images.html,
Christmas Every Day and Other Stories,William Dean Howells,https://www.gutenberg.org/cache/epub/22519/pg22519-images.html,
Christmas,Robert Haven Schauffler,https://www.gutenberg.org/cache/epub/18908/pg18908-images.html,
A Righte Merrie Christmasse: The Story of Christ-Tide,John Ashton,https://www.gutenberg.org/cache/epub/19979/pg19979-images.html,
Christmas Eve and Christmas Day: Ten Christmas stories,Edward Everett Hale,https://www.gutenberg.org/cache/epub/32455/pg32455-images.html,
"Memoirs of the Dukes of Urbino, Volume 2 (of 3)",James Dennistoun,https://www.gutenberg.org/cache/epub/44235/pg44235-images.html,
"The History of Painting in Italy, Vol. 3 (of 6)",Luigi Lanzi,https://www.gutenberg.org/cache/epub/34645/pg34645-images.html,
"Memoirs of the Dukes of Urbino, Volume 1 (of 3)",James Dennistoun,https://www.gutenberg.org/cache/epub/42560/pg42560-images.html,
Idling in Italy: Studies of literature and of life,Joseph Collins,https://www.gutenberg.org/cache/epub/41934/pg41934-images.html,
"Stories from the Italian Poets: with Lives of the Writers, Volume 2",Leigh Hunt,https://www.gutenberg.org/cache/epub/10635/pg10635-images.html,
"Divine Comedy, Cary's Translation, Hell",Dante Alighieri,https://www.gutenberg.org/cache/epub/1005/pg1005-images.html,
Out with Garibaldi: A story of the liberation of Italy,G. A. Henty,https://www.gutenberg.org/cache/epub/45573/pg45573-images.html,
"The Divine Comedy, Volume 2, Purgatory",Dante Alighieri,https://www.gutenberg.org/cache/epub/1996/pg1996-images.html,
"The History of Painting in Italy, Vol. 4 (of 6)",Luigi Lanzi,https://www.gutenberg.org/cache/epub/38967/pg38967-images.html,
"Fair Italy, the Riviera and Monte Carlo",W. Cope Devereux,https://www.gutenberg.org/cache/epub/23959/pg23959-images.html,
"The Divine Comedy, Volume 3, Paradise",Dante Alighieri,https://www.gutenberg.org/cache/epub/1997/pg1997-images.html,
"Stories from the Italian Poets: with Lives of the Writers, Volume 1",Leigh Hunt,https://www.gutenberg.org/cache/epub/10885/pg10885-images.html,
Diversions in Sicily,Henry Festing Jones,https://www.gutenberg.org/cache/epub/24652/pg24652-images.html,
A Little Pilgrimage in Italy,Olave M. Potter,https://www.gutenberg.org/cache/epub/46092/pg46092-images.html,
"Divine Comedy, Cary's Translation, Paradise",Dante Alighieri,https://www.gutenberg.org/cache/epub/1007/pg1007-images.html,
"Divine Comedy, Cary's Translation, Purgatory",Dante Alighieri,https://www.gutenberg.org/cache/epub/1006/pg1006-images.html,
Builders of United Italy,Rupert Sargent Holland,https://www.gutenberg.org/cache/epub/43607/pg43607-images.html,
"Pappina, the Little Wanderer: A Story of Southern Italy",Katherine Wallace Davis,https://www.gutenberg.org/cache/epub/45556/pg45556-images.html,
Studies of Travel: Italy,Edward A. Freeman,https://www.gutenberg.org/cache/epub/45899/pg45899-images.html,
A Jay of Italy,Bernard Edward Joseph Capes,https://www.gutenberg.org/cache/epub/44114/pg44114-images.html,
Highways and Byways in Surrey,Eric Parker,https://www.gutenberg.org/cache/epub/28057/pg28057-images.html,
Henry VIII.,A. F. Pollard,https://www.gutenberg.org/cache/epub/20300/pg20300-images.html,
The History of London,Walter Besant,https://www.gutenberg.org/cache/epub/27995/pg27995-images.html,
"The History of England in Three Volumes, Vol. I., Part B.",David Hume,https://www.gutenberg.org/cache/epub/19212/pg19212-images.html,
Vanishing England,P. H. Ditchfield,https://www.gutenberg.org/cache/epub/14742/pg14742-images.html,
"Reflections on the Decline of Science in England, and on Some of Its Causes",,https://www.gutenberg.org/cache/epub/1216/pg1216-images.html,
The Forest of Dean: An Historical and Descriptive Account,H. G. Nicholls,https://www.gutenberg.org/cache/epub/24505/pg24505-images.html,
"The History of England in Three Volumes, Vol. I., Part C.",David Hume,https://www.gutenberg.org/cache/epub/19213/pg19213-images.html,
"The History of England, from the Accession of James II — Volume 3",Macaulay,https://www.gutenberg.org/cache/epub/2612/pg2612-images.html,
The History of England,T. F. Tout,https://www.gutenberg.org/cache/epub/16679/pg16679-images.html,
King Alfred of England,Jacob Abbott,https://www.gutenberg.org/cache/epub/16545/pg16545-images.html,
London and the Kingdom - Volume 1,Reginald R. Sharpe,https://www.gutenberg.org/cache/epub/19800/pg19800-images.html,
"The History of England in Three Volumes, Vol.III.",Edward Farr and E. H. Nolan,https://www.gutenberg.org/cache/epub/19218/pg19218-images.html,
Chronicles (1 of 6): The Historie of England (1 of 8),Raphael Holinshed,https://www.gutenberg.org/cache/epub/16496/pg16496-images.html,
The History of England from the Norman Conquest to the Death of John (1066-1216),,https://www.gutenberg.org/cache/epub/8556/pg8556-images.html,
From London to Land's End,Daniel Defoe,https://www.gutenberg.org/cache/epub/1149/pg1149-images.html,
"The History of England in Three Volumes, Vol. I., Part E.",David Hume,https://www.gutenberg.org/cache/epub/19215/pg19215-images.html,
Bell's Cathedrals: The Cathedral Church of Saint Paul,Arthur Dimock,https://www.gutenberg.org/cache/epub/25266/pg25266-images.html,
The Autobiography of Madame Guyon,Jeanne Marie Bouvier de la Motte Guyon,https://www.gutenberg.org/cache/epub/22269/pg22269-images.html,
"The History of England in Three Volumes, Vol. I., Part D.",David Hume,https://www.gutenberg.org/cache/epub/19214/pg19214-images.html,
Edinburgh: Picturesque Notes,Robert Louis Stevenson,https://www.gutenberg.org/cache/epub/382/pg382-images.html,
History of King Charles the Second of England,Jacob Abbott,https://www.gutenberg.org/cache/epub/6659/pg6659-images.html,
"The History of England, from the Accession of James II — Volume 4",Macaulay,https://www.gutenberg.org/cache/epub/2613/pg2613-images.html,
The Cathedral Church of Canterbury [2nd ed.],Hartley Withers,https://www.gutenberg.org/cache/epub/22832/pg22832-images.html,
"The History of England in Three Volumes, Vol. I., Part F.",David Hume,https://www.gutenberg.org/cache/epub/19216/pg19216-images.html,
